word	lemma
prise	prise
re-use	re-use
underachieve	underachieve
supercede	supercede
cauterize	cauterize
perplex	perplex
purvey	purvey
disempower	disempower
de-escalate	de-escalate
globalize	globalize
exculpate	exculpate
shew	shew
excoriate	excoriate
adduce	adduce
mesh	mesh
debilitate	debilitate
blaspheme	blaspheme
inseminate	inseminate
opiate	opiate
extirpate	extirpate
lactate	lactate
abjure	abjure
countermand	countermand
subculture	subculture
photosynthesize	photosynthesize
forbear	forbear
commun	commun
restage	restage
recolonize	recolonize
habituate	habituate
expiate	expiate
assay	assay
plough	plough
inflect	inflect
pathologize	pathologize
analogize	analogize
propagandize	propagandize
concretize	concretize
liaise	liaise
dispossess	dispossess
conduce	conduce
ambulate	ambulate
depersonalize	depersonalize
exasperate	exasperate
propitiate	propitiate
aspirate	aspirate
reconceive	reconceive
misdirect	misdirect
reexperience	reexperience
disconfirm	disconfirm
pretest	pretest
re-register	re-register
self-assess	self-assess
reconquer	reconquer
irradiate	irradiate
mechanize	mechanize
seclude	seclude
atomize	atomize
amalgamate	amalgamate
conciliate	conciliate
disfavor	disfavor
mythologize	mythologize
silhouette	silhouette
particularize	particularize
re-present	re-present
deify	deify
self-publish	self-publish
occasion	occasion
burgeon	burgeon
disconcert	disconcert
fetishize	fetishize
commodify	commodify
misperceive	misperceive
postdate	postdate
reenlist	reenlist
transfigure	transfigure
fictionalize	fictionalize
overrate	overrate
sentinel	sentinel
proportion	proportion
countervail	countervail
denude	denude
eventuate	eventuate
estrange	estrange
betoken	betoken
packet	packet
reabsorb	reabsorb
premise	premise
misspell	misspell
labour	labour
re-write	re-write
maximise	maximise
randomize	randomize
tape-record	tape-record
bifurcate	bifurcate
individuate	individuate
coopt	coopt
slight	slight
misidentify	misidentify
batch	batch
re-learn	re-learn
reanalyze	reanalyze
thematize	thematize
bewail	bewail
self-disclose	self-disclose
congest	congest
revivify	revivify
anthropomorphize	anthropomorphize
outfight	outfight
ritualize	ritualize
deprecate	deprecate
out-compete	out-compete
utilise	utilise
tyrannize	tyrannize
initialize	initialize
interpenetrate	interpenetrate
arrogate	arrogate
potentiate	potentiate
aggrandize	aggrandize
misinform	misinform
criticise	criticise
obtrude	obtrude
urbanize	urbanize
self-evaluate	self-evaluate
entrain	entrain
vivify	vivify
scruple	scruple
deselect	deselect
narrativize	narrativize
self-address	self-address
balkanize	balkanize
distend	distend
pre-date	pre-date
preload	preload
remap	remap
manoeuvre	manoeuvre
beset	beset
reinscribe	reinscribe
recontextualize	recontextualize
self-organize	self-organize
re-orient	re-orient
bioaccumulate	bioaccumulate
uncouple	uncouple
actuate	actuate
recompose	recompose
signpost	signpost
dichotomize	dichotomize
undercount	undercount
incise	incise
characterise	characterise
re-assess	re-assess
vitalize	vitalize
palpate	palpate
delist	delist
refigure	refigure
overgrow	overgrow
expatiate	expatiate
derogate	derogate
respire	respire
stultify	stultify
re-export	re-export
self-gift	self-gift
souvent	souvent
inveigh	inveigh
recommence	recommence
demythologize	demythologize
team-teach	team-teach
sabe	sabe
co-teach	co-teach
co-create	co-create
optimise	optimise
equilibrate	equilibrate
disquiet	disquiet
enmesh	enmesh
prognosticate	prognosticate
reincorporate	reincorporate
overstress	overstress
reteach	reteach
adsorb	adsorb
denuclearize	denuclearize
precess	precess
recode	recode
subsample	subsample
word	lemma
said	say
came	come
got	get
went	go
made	make
took	take
thought	think
knew	know
told	tell
saw	see
wanted	want
asked	ask
found	find
began	begin
looked	look
felt	feel
became	become
started	start
gave	give
turned	turn
seemed	seem
left	leave
happened	happen
tried	try
wrote	write
heard	hear
sat	sit
called	call
stood	stand
died	die
showed	show
put	put
ran	run
worked	work
used	use
walked	walk
kept	keep
needed	need
held	hold
decided	decide
brought	bring
moved	move
lost	lose
fell	fall
opened	open
won	win
grew	grow
spoke	speak
met	meet
spent	spend
hit	hit
appeared	appear
reported	report
played	play
pulled	pull
watched	watch
led	lead
continued	continue
received	receive
lived	live
stopped	stop
helped	help
meant	mean
included	include
reached	reach
added	add
learned	learn
sent	send
passed	pass
set	set
loved	love
realized	realize
followed	follow
talked	talk
broke	break
believed	believe
liked	like
smiled	smile
shook	shake
bought	buy
arrived	arrive
nodded	nod
agreed	agree
picked	pick
offered	offer
returned	return
drove	drive
remained	remain
ended	end
suggested	suggest
closed	close
raised	raise
lay	lay
announced	announce
caught	catch
discovered	discover
laughed	laugh
named	name
wore	wear
pointed	point
created	create
explained	explain
killed	kill
joined	join
chose	choose
wondered	wonder
dropped	drop
changed	change
occurred	occur
threw	throw
waited	wait
failed	fail
stared	stare
served	serve
drew	draw
stayed	stay
read	read
indicated	indicate
noted	note
paid	pay
stepped	step
described	describe
pushed	push
shot	shoot
carried	carry
entered	enter
allowed	allow
noticed	notice
remembered	remember
replied	reply
refused	refuse
mentioned	mention
sold	sell
involved	involve
signed	sign
answered	answer
finished	finish
built	build
expected	expect
revealed	reveal
considered	consider
understood	understand
produced	produce
managed	manage
claimed	claim
provided	provide
leaned	lean
caused	cause
ate	eat
glanced	glance
sought	seek
taught	teach
missed	miss
ordered	order
jumped	jump
struck	strike
emerged	emerge
developed	develop
cried	cry
insisted	insist
grabbed	grab
flew	fly
argued	argue
whispered	whisper
sounded	sound
hung	hang
studied	study
scored	score
lifted	lift
covered	cover
visited	visit
proved	prove
rolled	roll
concluded	conclude
touched	touch
hoped	hope
promised	promise
figured	figure
filled	fill
recognized	recognize
disappeared	disappear
attended	attend
declared	declare
shouted	shout
earned	earn
handed	hand
slipped	slip
recalled	recall
enjoyed	enjoy
paused	pause
stated	state
shrugged	shrug
fought	fight
climbed	climb
approached	approach
blew	blow
voted	vote
represented	represent
presented	present
beat	beat
let	let
shared	share
introduced	introduce
listened	listen
crossed	cross
supported	support
woke	wake
wished	wish
responded	respond
published	publish
sighed	sigh
faced	face
suffered	suffer
hated	hate
declined	decline
forced	force
reminded	remind
warned	warn
observed	observe
demanded	demand
admitted	admit
completed	complete
established	establish
traveled	travel
existed	exist
laid	lay
sang	sing
formed	form
married	marry
checked	check
examined	examine
launched	launch
slept	sleep
slid	slide
complained	complain
planned	plan
increased	increase
forgot	forget
issued	issue
pressed	press
accepted	accept
contained	contain
expressed	express
intended	intend
settled	settle
fired	fire
saved	save
assumed	assume
rode	ride
drank	drink
owned	own
hired	hire
snapped	snap
waved	wave
repeated	repeat
conducted	conduct
survived	survive
removed	remove
imagined	imagine
performed	perform
placed	place
gained	gain
invited	invite
proposed	propose
tested	test
focused	focus
tended	tend
experienced	experience
rang	ring
participated	participate
shut	shut
yelled	yell
stuck	stick
kissed	kiss
demonstrated	demonstrate
filed	file
threatened	threaten
discussed	discuss
belonged	belong
landed	land
ignored	ignore
urged	urge
smelled	smell
denied	deny
bent	bend
stole	steal
rejected	reject
chopped	chop
retired	retire
kicked	kick
confirmed	confirm
gathered	gather
reflected	reflect
struggled	struggle
acknowledged	acknowledge
knocked	knock
ruled	rule
hurt	hurt
catches	catch
founded	found
delivered	deliver
contributed	contribute
feared	fear
lasted	last
testified	testify
attempted	attempt
grinned	grin
accused	accuse
headed	head
stretched	stretch
recorded	record
poured	pour
rushed	rush
encouraged	encourage
tied	tie
backed	back
cited	cite
burned	burn
extended	extend
swung	swing
adopted	adopt
lit	light
predicted	predict
attacked	attack
designed	design
tossed	toss
collected	collect
perceived	perceive
wrapped	wrap
devoted	devote
recommended	recommend
cleared	clear
lowered	lower
interviewed	interview
destroyed	destroy
shifted	shift
lacked	lack
organized	organize
reduced	reduce
directed	direct
muttered	mutter
screamed	scream
prompted	prompt
captured	capture
frowned	frown
estimated	estimate
charged	charge
lied	lie
dug	dig
replaced	replace
fled	flee
compared	compare
sank	sink
applied	apply
informed	inform
rubbed	rub
wiped	wipe
addressed	address
swept	sweep
maintained	maintain
exploded	explode
hesitated	hesitate
fed	feed
tore	tear
preferred	prefer
worried	worry
graduated	graduate
slammed	slam
approved	approve
bit	bite
cut	cut
crashed	crash
favored	favor
flashed	flash
spotted	spot
rated	rate
emphasized	emphasize
wound	wind
blinked	blink
dragged	drag
acted	act
assured	assure
identified	identify
convinced	convince
suspected	suspect
hid	hide
abandoned	abandon
inspired	inspire
opposed	oppose
viewed	view
arose	arise
combined	combine
resulted	result
locked	lock
acquired	acquire
spread	spread
surprised	surprise
referred	refer
questioned	question
stumbled	stumble
drifted	drift
cared	care
vanished	vanish
defined	define
purchased	purchase
featured	feature
averaged	average
released	release
gazed	gaze
hurried	hurry
quit	quit
controlled	control
switched	switch
peered	peer
searched	search
counted	count
mixed	mix
murmured	murmur
squeezed	squeeze
tapped	tap
withdrew	withdraw
challenged	challenge
collapsed	collapse
packed	pack
employed	employ
measured	measure
washed	wash
practiced	practice
dismissed	dismiss
advised	advise
enabled	enable
deserved	deserve
pleaded	plead
centered	center
swallowed	swallow
reviewed	review
brushed	brush
resigned	resign
handled	handle
seized	seize
attracted	attract
criticized	criticize
sensed	sense
escaped	escape
proceeded	proceed
obtained	obtain
breathed	breathe
popped	pop
blamed	blame
interrupted	interrupt
surveyed	survey
weighed	weigh
related	relate
invented	invent
hugged	hug
displayed	display
posted	post
arranged	arrange
prayed	pray
dreamed	dream
painted	paint
dominated	dominate
labeled	label
flipped	flip
listed	list
defended	defend
yielded	yield
generated	generate
witnessed	witness
colored	color
analyzed	analyze
spun	spin
exclaimed	exclaim
embraced	embrace
froze	freeze
slowed	slow
aimed	aim
greeted	greet
confessed	confess
succeeded	succeed
underwent	undergo
commented	comment
expanded	expand
slapped	slap
bounced	bounce
patted	pat
shoved	shove
stressed	stress
remarked	remark
avoided	avoid
asserted	assert
treated	treat
located	locate
pretended	pretend
raced	race
defeated	defeat
possessed	possess
guessed	guess
required	require
surrounded	surround
tucked	tuck
investigated	investigate
relaxed	relax
twisted	twist
posed	pose
committed	commit
sliced	slice
praised	praise
protested	protest
granted	grant
contacted	contact
violated	violate
gasped	gasp
blocked	block
pitched	pitch
rested	rest
wandered	wander
eased	ease
gestured	gesture
shone	shine
accompanied	accompany
prevented	prevent
knelt	kneel
thanked	thank
melted	melt
sued	sue
marched	march
traded	trade
admired	admire
quoted	quote
celebrated	celebrate
installed	install
divided	divide
parked	park
transformed	transform
disagreed	disagree
danced	dance
cooked	cook
chuckled	chuckle
vowed	vow
begged	beg
sprang	spring
swam	swim
apologized	apologize
prepared	prepare
owed	owe
glared	glare
resembled	resemble
cleaned	clean
enlisted	enlist
reacted	react
exposed	expose
swore	swear
jerked	jerk
smoked	smoke
clicked	click
triggered	trigger
welcomed	welcome
uncovered	uncover
straightened	straighten
scared	scare
dealt	deal
cost	cost
roared	roar
shocked	shock
cracked	crack
recovered	recover
mattered	matter
grated	grate
encountered	encounter
bore	bore
stirred	stir
improved	improve
bowed	bow
crowded	crowd
tasted	taste
punched	punch
scanned	scan
inherited	inherit
echoed	echo
resisted	resist
volunteered	volunteer
circled	circle
marked	mark
awoke	awake
bothered	bother
pounded	pound
dumped	dump
diced	dice
engaged	engage
persuaded	persuade
crept	creep
pursued	pursue
doubled	double
strode	stride
leaped	leap
envisioned	envision
exchanged	exchange
gripped	grip
soared	soar
explored	explore
ripped	rip
exceeded	exceed
illustrated	illustrate
stuffed	stuff
joked	joke
burst	burst
split	split
exhibited	exhibit
tracked	track
poked	poke
selected	select
signaled	signal
oriented	orient
resumed	resume
rented	rent
doubted	doubt
borrowed	borrow
sipped	sip
retreated	retreat
initiated	initiate
endorsed	endorse
endured	endure
trailed	trail
regarded	regard
floated	float
dried	dry
tilted	tilt
advanced	advance
plunged	plunge
tugged	tug
evolved	evolve
submitted	submit
composed	compose
yanked	yank
guided	guide
appreciated	appreciate
curled	curl
calculated	calculate
surfaced	surface
trusted	trust
invested	invest
confronted	confront
supposed	suppose
eliminated	eliminate
shaped	shape
groaned	groan
squinted	squint
permitted	permit
folded	fold
flung	fling
dared	dare
drained	drain
donated	donate
constituted	constitute
sparked	spark
mounted	mount
tipped	tip
hosted	host
characterized	characterize
relied	rely
commanded	command
faded	fade
conceded	concede
snorted	snort
topped	top
canceled	cancel
supplied	supply
amounted	amount
shivered	shiver
eyed	eye
consisted	consist
dressed	dress
crawled	crawl
fueled	fuel
pledged	pledge
invaded	invade
mumbled	mumble
ducked	duck
sailed	sail
wept	weep
bound	bind
instructed	instruct
piled	pile
snatched	snatch
rocked	rock
imposed	impose
sucked	suck
hissed	hiss
pictured	picture
scrambled	scramble
sniffed	sniff
whipped	whip
shuddered	shudder
tumbled	tumble
stroked	stroke
implied	imply
determined	determine
chased	chase
glowed	glow
murdered	murder
retained	retain
accomplished	accomplish
anticipated	anticipate
scratched	scratch
targeted	target
leapt	leap
buried	bury
descended	descend
wounded	wound
united	unite
narrowed	narrow
skipped	skip
attributed	attribute
injured	injure
appealed	appeal
modeled	model
stripped	strip
growled	growl
hovered	hover
secured	secure
startled	startle
varied	vary
decreased	decrease
crushed	crush
requested	request
hauled	haul
lingered	linger
detected	detect
unveiled	unveil
enrolled	enroll
tightened	tighten
freed	free
planted	plant
divorced	divorce
competed	compete
outlined	outline
rounded	round
boarded	board
clutched	clutch
spilled	spill
boasted	boast
resolved	resolve
phoned	phone
registered	register
sped	speed
evaluated	evaluate
traced	trace
reasoned	reason
nestled	nestle
persisted	persist
grunted	grunt
lent	lend
loomed	loom
winked	wink
consumed	consume
barked	bark
condemned	condemn
surged	surge
blasted	blast
honored	honor
corrected	correct
strolled	stroll
starred	star
stunned	stun
cheered	cheer
singled	single
appointed	appoint
reversed	reverse
opted	opt
trained	train
staged	stage
achieved	achieve
sponsored	sponsor
delayed	delay
flowed	flow
trembled	tremble
impressed	impress
giggled	giggle
flickered	flicker
advocated	advocate
licked	lick
concentrated	concentrate
stormed	storm
objected	object
clapped	clap
thrust	thrust
crafted	craft
negotiated	negotiate
cocked	cock
reinforced	reinforce
preceded	precede
flooded	flood
depicted	depict
highlighted	highlight
converted	convert
differed	differ
cursed	curse
ached	ache
darted	dart
pronounced	pronounce
assembled	assemble
coached	coach
departed	depart
ceased	cease
judged	judge
inquired	inquire
dipped	dip
chewed	chew
dedicated	dedicate
shuffled	shuffle
devised	devise
grasped	grasp
winced	wince
teased	tease
fixed	fix
crouched	crouch
clung	cling
recounted	recount
betrayed	betray
seeded	seed
countered	counter
suspended	suspend
flared	flare
erupted	erupt
flourished	flourish
slumped	slump
longed	long
stabbed	stab
respected	respect
translated	translate
smashed	smash
swirled	swirl
unfolded	unfold
rattled	rattle
desired	desire
summoned	summon
aired	air
ranged	range
carved	carve
steered	steer
overcame	overcome
documented	document
hopped	hop
toured	tour
bumped	bump
occupied	occupy
commissioned	commission
affected	affect
sealed	seal
assisted	assist
moaned	moan
awaited	await
flicked	flick
provoked	provoke
interpreted	interpret
widened	widen
blurted	blurt
proclaimed	proclaim
sustained	sustain
denounced	denounce
fluttered	flutter
ruined	ruin
totaled	total
staggered	stagger
originated	originate
contended	contend
comprised	comprise
operated	operate
drafted	draft
shattered	shatter
shrank	shrink
guaranteed	guarantee
lined	line
drowned	drown
edged	edge
choked	choke
motioned	motion
adjusted	adjust
pumped	pump
separated	separate
coughed	cough
parted	part
coincided	coincide
risked	risk
speculated	speculate
altered	alter
fished	fish
spat	spit
mused	muse
regretted	regret
screwed	screw
grumbled	grumble
draped	drape
warmed	warm
emitted	emit
wasted	waste
undertook	undertake
whistled	whistle
lurched	lurch
halted	halt
dialed	dial
leveled	level
pleased	please
whirled	whirl
spelled	spell
accelerated	accelerate
restored	restore
cautioned	caution
matched	match
reserved	reserve
paced	pace
neared	near
ventured	venture
panicked	panic
buzzed	buzz
photographed	photograph
conceived	conceive
battled	battle
elected	elect
dashed	dash
nudged	nudge
prevailed	prevail
oversaw	oversee
adapted	adapt
clenched	clench
banned	ban
progressed	progress
scooped	scoop
robbed	rob
valued	value
depended	depend
alleged	allege
strained	strain
surrendered	surrender
regained	regain
ranked	rank
promoted	promote
cast	cast
based	base
flushed	flush
chatted	chat
heaved	heave
housed	house
overlooked	overlook
stemmed	stem
executed	execute
adored	adore
rescued	rescue
edited	edit
paralyzed	paralyze
emptied	empty
functioned	function
disliked	dislike
accounted	account
hooked	hook
termed	term
benefited	benefit
peeked	peek
summed	sum
framed	frame
reiterated	reiterate
debated	debate
seated	seat
debuted	debut
gleamed	gleam
dawned	dawn
voiced	voice
clustered	cluster
banged	bang
enacted	enact
relieved	relieve
resented	resent
marveled	marvel
unlocked	unlock
excluded	exclude
shipped	ship
rallied	rally
trimmed	trim
plucked	pluck
fumbled	fumble
scraped	scrape
roamed	roam
dated	date
scowled	scowl
plummeted	plummet
pondered	ponder
suited	suit
inhaled	inhale
arrested	arrest
expired	expire
transferred	transfer
raged	rage
absorbed	absorb
lamented	lament
squatted	squat
consulted	consult
stalled	stall
hummed	hum
grimaced	grimace

word	lemma
very	very
voice	voice
view	view
value	value
various	various
video	video
violence	violence
values	value
very	very
vision	vision
variety	variety
version	version
voters	voter
vice	vice
vote	vote
village	village
valley	valley
visit	visit
victory	victory
victims	victim
views	view
vs	vs
visual	visual
vote	vote
vast	vast
vehicle	vehicle
visit	visit
variables	variable
virtually	virtually
victim	victim
violent	violent
votes	vote
visitors	visitor
visible	visible
voices	voice
via	via
volume	volume
vehicles	vehicle
valuable	valuable
vegetables	vegetable
vital	vital
vulnerable	vulnerable
versus	versus
vacation	vacation
view	view
veterans	veteran
virus	virus
volunteers	volunteer
viewed	view
visited	visit
voting	voting
viewers	viewer
visits	visit
virtual	virtual
vary	vary
versions	version
voted	vote
vegetable	vegetable
van	van
verbal	verbal
villages	village
variable	variable
validity	validity
visiting	visiting
variation	variation
venture	venture
visitor	visitor
vertical	vertical
voted	vote
vessels	vessel
virtue	virtue
volunteer	volunteer
verdict	verdict
vice	vice
videos	video
valid	valid
violation	violation
variance	variance
variations	variation
vitamin	vitamin
vinegar	vinegar
violations	violation
veteran	veteran
veteran	veteran
voluntary	voluntary
vessel	vessel
vaccine	vaccine
varieties	variety
vocal	vocal
vanilla	vanilla
viable	viable
vacuum	vacuum
vague	vague
varying	varying
vocabulary	vocabulary
vintage	vintage
viewer	viewer
voter	voter
visited	visit
vivid	vivid
victories	victory
visiting	visit
videotape	videotape
viewing	viewing
vietnamese	vietnamese
visually	visually
vendors	vendor
volumes	volume
virgin	virgin
visions	vision
vegetation	vegetation
velvet	velvet
varied	varied
victorian	victorian
vigorous	vigorous
villagers	villager
valued	value
vicious	vicious
viewed	view
vulnerability	vulnerability
vibrant	vibrant
volunteer	volunteer
ventures	venture
vanished	vanish
varies	vary
viruses	virus
vacant	vacant
volatile	volatile
virtues	virtue
verge	verge
vaguely	vaguely
verse	verse
visa	visa
violate	violate
velocity	velocity
veins	vein
visibility	visibility
vitamins	vitamin
void	void
vigorously	vigorously
veto	veto
violin	violin
variability	variability
voluntarily	voluntarily
vocational	vocational
venue	venue
variable	variable
voyage	voyage
vampire	vampire
vanity	vanity
vastly	vastly
villa	villa
violating	violate
vain	vain
vest	vest
vein	vein
valve	valve
volleyball	volleyball
vines	vine
verify	verify
volcano	volcano
venture	venture
violently	violently
voice	voice
vodka	vodka
viewpoint	viewpoint
veil	veil
violated	violate
valleys	valley
venues	venue
vacations	vacation
varied	vary
violated	violate
versatile	versatile
volcanic	volcanic
vikings	viking
vowed	vow
vitality	vitality
vaccines	vaccine
vegetarian	vegetarian
vase	vase
vengeance	vengeance
vendor	vendor
vineyard	vineyard
viewing	view
vine	vine
volunteered	volunteer
views	view
visionary	visionary
visits	visit
vantage	vantage
virgin	virgin
victimization	victimization
vet	vet
viral	viral
voting	vote
vanguard	vanguard
vapor	vapor
vault	vault
vinyl	vinyl
vividly	vividly
vanished	vanish
vicinity	vicinity
ventilation	ventilation
validation	validation
vibration	vibration
visibly	visibly
vouchers	voucher
voltage	voltage
vanish	vanish
valves	valve
vigor	vigor
value	value
varsity	varsity
venerable	venerable
veto	veto
verses	verse
vent	vent
villain	villain
vogue	vogue
vineyards	vineyard
viability	viability
visas	visa
verb	verb
verification	verification
viewpoints	viewpoint
varied	vary
violates	violate
vocation	vocation
videotapes	videotape
vinaigrette	vinaigrette
vomiting	vomit
vans	van
variant	variant
vector	vector
vascular	vascular
vigil	vigil
voucher	voucher
visitation	visitation
vows	vow
vertically	vertically
vigilant	vigilant
vaccination	vaccination
volunteering	volunteer
volatility	volatility
victorious	victorious
vulgar	vulgar
visualize	visualize
vents	vent
validate	validate
volcanoes	volcano
verbally	verbally
vampires	vampire
venetian	venetian
versatility	versatility
vibrations	vibration
vanishing	vanishing
veggies	veggie
vaginal	vaginal
voiced	voice
venom	venom
vegan	vegan
vow	vow
virtuous	virtuous
vice-president	vice-president
verified	verify
veal	veal
vases	vase
valuation	valuation
ventured	venture
volunteered	volunteer
veterinary	veterinary
vie	vie
vistas	vista
verbs	verb
valued	value
vagina	vagina
visceral	visceral
variously	variously
veritable	veritable
villains	villain
vibe	vibe
valet	valet
values	value
vying	vie
voiced	voice
vigilance	vigilance
vegetarian	vegetarian
variants	variant
vehemently	vehemently
victimized	victimize
vested	vested
vis-a-vis	vis-a-vis
veterinarian	veterinarian
vacancy	vacancy
vertigo	vertigo
vile	vile
vial	vial
voodoo	voodoo
veranda	veranda
vests	vest
visualization	visualization
vibrating	vibrate
vowed	vow
vets	vet
venezuelan	venezuelan
veneer	veneer
vandalism	vandalism
vending	vending
VIP	vip
vulnerabilities	vulnerability
vocals	vocals
verdicts	verdict
violet	violet
veiled	veiled
virulent	virulent
visor	visor
violinist	violinist
valued	valued
vista	vista
virginity	virginity
violet	violet
voicing	voice
vowels	vowel
vestibule	vestibule
validated	validate
video	video
veered	veer
valuing	value
vignettes	vignette
vetoed	veto
vacancies	vacancy
ventured	venture
vortex	vortex
veggie	veggie
vectors	vector
voluminous	voluminous
vowel	vowel
vows	vow
vanishes	vanish
varnish	varnish
vultures	vulture
venturing	venture
videotaped	videotaped
veer	veer
vent	vent
vegetative	vegetative
vacationing	vacation
valiant	valiant
venison	venison
vertebrae	vertebra
voyages	voyage
vials	vial
victor	victor
velocities	velocity
vernacular	vernacular
voracious	voracious
villas	villa
vindication	vindication
vestiges	vestige
vomit	vomit
vowing	vow
vagaries	vagaries
vernacular	vernacular
velvety	velvety
vocalist	vocalist
vegetarians	vegetarian
videotape	videotape
vices	vice
virgins	virgin
viciously	viciously
value-added	value-added
volts	volt
vat	vat
volley	volley
vibrate	vibrate
violators	violator
voluptuous	voluptuous
virtuoso	virtuoso
verdant	verdant
ventilator	ventilator
variances	variance
vertebrates	vertebrate
veils	veil
valor	valor
vacated	vacate
vignette	vignette
valuations	valuation
visuals	visuals
violets	violet
vertebrate	vertebrate
vaccinations	vaccination
venous	venous
vengeful	vengeful
veracity	veracity
vanquished	vanquished
vitally	vitally
vanished	vanished
vomit	vomit
viva	viva
violins	violin
vacationers	vacationer
vapors	vapor
vastness	vastness
vigilante	vigilante
validated	validate
variegated	variegated
vindictive	vindictive
vaudeville	vaudeville
viper	viper
versed	verse
valentine	valentine
vulture	vulture
vandals	vandal
verifying	verify
vale	vale
vaults	vault
vestibular	vestibular
vow	vow
vibes	vibe
vested	vest
verifiable	verifiable
vexing	vexing
vaulted	vaulted
veterinarians	veterinarian
valuables	valuables
vaccinated	vaccinate
verbatim	verbatim
vindicated	vindicate
vetoed	veto
victors	victor
visage	visage
vaunted	vaunted
vis--vis	vis--vis
videotaping	videotape
videotaped	videotape
viscous	viscous
vicarious	vicarious
venomous	venomous
vermin	vermin
viewfinder	viewfinder
volunteerism	volunteerism
verve	verve
validating	validate
vise	vise
volition	volition
vilified	vilify
visualizing	visualize
vibrated	vibrate
venting	venting
voices	voice
videotaped	videotape
vendetta	vendetta
visionaries	visionary
verified	verify
vehicular	vehicular
var	var
ventricular	ventricular
vet	vet
virtuosity	virtuosity
vehement	vehement
vouch	vouch
vulgarity	vulgarity
veering	veer
vacuuming	vacuum
veneration	veneration
vicar	vicar
veers	veer
vestige	vestige
viennese	viennese
vomited	vomit
vivacious	vivacious
vats	vat
vociferous	vociferous
vacuum	vacuum
vacate	vacate
vicariously	vicariously
valedictorian	valedictorian
void	void
vagueness	vagueness
voles	vole
vocations	vocation
vertebral	vertebral
villager	villager
voids	void
vicissitudes	vicissitude
victorians	victorian
viola	viola
vehemence	vehemence
vixen	vixen
viewership	viewership
vanishing	vanish
viscount	viscount
valise	valise
victimized	victimize
v-shaped	v-shaped
vibrancy	vibrancy
vault	vault
vetoes	veto
votive	votive
vibrato	vibrato
virginal	virginal
valence	valence
veiled	veil
vetted	vet
violator	violator
vetting	vetting
vermilion	vermilion
vane	vane
vocally	vocally
vibrates	vibrate
venereal	venereal
vigils	vigil
voiceless	voiceless
vigilantes	vigilante
vainly	vainly
vitriol	vitriol
validated	validated
viscosity	viscosity
verisimilitude	verisimilitude
voyeurism	voyeurism
vanities	vanity
voicemail	voicemail
vintages	vintage
valiantly	valiantly
vibrator	vibrator
videocassette	videocassette
vice-presidential	vice-presidential
virginians	virginian
valerian	valerian
video-game	video-game
viceroy	viceroy
vegetarianism	vegetarianism
virile	virile
vocabularies	vocabulary
validates	validate
vindicate	vindicate
vita	vita
votes	vote
vied	vie
vented	vent
vole	vole
vets	vet
victimized	victimized
virility	virility
vividness	vividness
visualized	visualize
virulence	virulence
vermouth	vermouth
vocalists	vocalist
vaccinate	vaccinate
veterinarian	veterinarian
verandah	verandah
vertebra	vertebra
voltages	voltage
vamp	vamp
vitriolic	vitriolic
vestigial	vestigial
victimhood	victimhood
voyeuristic	voyeuristic
verbalize	verbalize
ventricle	ventricle
villainous	villainous
videoconferencing	videoconferencing
vitae	vita
visitations	visitation
verbatim	verbatim
vending	vending
vasectomy	vasectomy
vaulted	vault
vociferously	vociferously
venting	vent
vacuous	vacuous
voyeur	voyeur
voice-mail	voice-mail
verging	verge
vestments	vestment
vagabond	vagabond
videogame	videogame
veiling	veil
vetoing	veto
volleys	volley
vice-versa	vice-versa
void	void
venture-capital	venture-capital
vaulting	vaulting
vanes	vane
vandalized	vandalize
varicose	varicose
vapid	vapid
vaporize	vaporize
vexed	vex
vitals	vitals
violated	violated
ventriloquist	ventriloquist
vocalizations	vocalization
virginian	virginian
vertiginous	vertiginous
vanquish	vanquish
visualized	visualize
vacuums	vacuum
videogames	videogame
vernal	vernal
vaguest	vague
varmint	varmint
vellum	vellum
venezuelans	venezuelan
veil	veil
vindicated	vindicated
vulva	vulva
vortices	vortex
vindicated	vindicate
viciousness	viciousness
velour	velour
ventilated	ventilated
vintners	vintner
verbena	verbena
valentines	valentine
vinegars	vinegar
venal	venal
vacantly	vacantly
volcanism	volcanism
vee	vee
vestibules	vestibule
voluble	voluble
viscerally	viscerally
violinists	violinist
visors	visor
virtual-reality	virtual-reality
vesting	vesting
vaulted	vault
vented	vent
vipers	viper
vacated	vacate
viscera	viscera
volumetric	volumetric
vaults	vault
vilify	vilify
veneers	veneer
verifies	verify
vexed	vexed
venerated	venerate
vermiculite	vermiculite
verbiage	verbiage
vagrants	vagrant
voyager	voyager
vaccinated	vaccinated
voraciously	voraciously
veered	veer
venerated	venerated
ventilators	ventilator
varnished	varnished
verities	verity
varietal	varietal
videographer	videographer
videophone	videophone
vagrant	vagrant
vilification	vilification
viaduct	viaduct
virtualization	virtualization
vaporized	vaporize
venetians	venetian
vancomycin	vancomycin
voluntariness	voluntariness
vacuumed	vacuum
vibrational	vibrational
vacillating	vacillate
veg	veg
vegans	vegan
vertical	vertical
verified	verified
viewscreen	viewscreen
vaccinating	vaccinate
veep	veep
vasopressin	vasopressin
vacationed	vacation
v-chip	v-chip
v-neck	v-neck
ventral	ventral
visible-light	visible-light
value-free	value-free
venusian	venusian
videodisc	videodisc
validly	validly
velvets	velvet
volitional	volitional
velveteen	velveteen
ventilated	ventilate
victimless	victimless
vexation	vexation
vids	vid
vice-chairman	vice-chairman
valance	valance
